Period Date,Indus at Tarbela Levels(feet),Indus at Tarbela Inflow,Indus at Tarbela Outflow,Kabul Inflow at Nowshera,Jehlum at Mangla Levels(feet),Jehlum at Mangla Inflow,Jehlum at Mangla Outflow,Chenab Inflow at Marala,System Inflows Current Year,System Inflows Last Year,System Inflows This Decade
1/1/2017,1419.8,17.7,10,7.8,1101.45,5.7,10,4.9,36.1,48.5,43.1
1/2/2017,1420.35,17.5,10,8,1101,5.8,10,4.9,36.2,49.1,43.7
1/3/2017,1420.86,17.1,10,8.6,1100.55,5.8,10,4.9,36.4,49.7,43.2
1/4/2017,1421.53,17.1,8,8.7,1100.1,5.7,10,5.2,36.7,47.6,42.6
1/5/2017,1422.36,18.6,7.5,9.2,1099.75,7.1,10,5.2,40.1,47.4,42.1
1/6/2017,1423.19,18.4,7.5,11.2,1099.85,5.7,5,5.2,40.5,52.4,42.6
1/7/2017,1424.05,18.7,7.5,13.3,1100.15,7.4,5,5.2,44.6,56,42.7
1/8/2017,1424.84,18,7.5,11.3,1100.6,9.5,5,5.6,44.4,52.7,42.8
1/9/2017,1425.68,19.1,8,10.3,1100.9,7.5,5,5.6,42.5,50.2,42.9
1/10/2017,1426.34,16.9,8,10.6,1101.15,7.2,5,5.6,40.3,50.7,44.1
1/11/2017,1426.95,15.1,7,10.6,1101.3,6.2,5,5.4,37.3,52,47.4
1/12/2017,1427.85,16.3,5,11.1,1101.5,6.5,5,5.4,39.3,51.7,44.1
1/13/2017,1428.62,14.6,5,11.4,1101.75,7.2,5,5.4,38.6,51.8,42.8
1/14/2017,1429.33,13.9,5,10.7,1102.1,8.1,5,5.4,38.1,51.2,43.3
1/15/2017,1430.04,13.9,5,10.9,1102.4,7.6,5,5.4,37.8,47.5,41.5
1/16/2017,1430.77,14.5,5,11.1,1102.65,7.4,5,5.7,38.7,45.6,42.6
1/17/2017,1431.48,14.3,5,11.1,1102.9,7.2,5,5.7,38.3,47.5,44.9
1/18/2017,1431.97,16.4,10,12,1103.05,6.2,5,5.7,40.3,45,48.5
1/19/2017,1432.37,15.2,10,12,1103.15,5.8,5,5.7,38.7,45.3,54.1
1/20/2017,1432.41,15.5,15,11.9,1103.25,5.9,5,5.7,39,46.5,49.2
1/21/2017,1432.44,15.4,15,11.5,1103.35,5.9,5,5.7,38.5,46.6,46.1
1/22/2017,1432.45,15.1,15,10.7,1103.5,6.3,5,5.7,37.8,45.7,44.5
1/23/2017,1432.52,15.9,15,11.1,1103.6,5.7,5,5.7,38.4,43,45.7
1/24/2017,1432.47,14.3,15,11,1103.75,6.2,5,5.7,37.2,44.6,45.5
1/25/2017,1432.47,15,15,11.7,1103.9,6.4,5,6.1,39.2,43.1,44.8
1/26/2017,1432.78,19,15,12,1105,18.1,8,7.6,56.7,43.1,44
1/27/2017,1433.48,19.1,10,15.3,1109.2,43.7,5,32.8,110.9,42.5,45.9
1/28/2017,1434.04,17.3,10,15.4,1111.55,28.9,5,11.5,73.1,41.9,44.4
1/29/2017,1434.89,16.1,5,14.1,1112.6,16.2,5,7.6,54,44.4,44
1/30/2017,1435.7,15.6,5,12.9,1113.4,13.4,5,9.7,51.6,48.5,44.2
1/31/2017,1436.47,15.1,5,12.8,1114,16.3,10,12,56.2,57.4,44.5
2/1/2017,1436.96,16.4,10,13.5,1113.9,13.8,15,10.2,53.9,52.1,43.3
2/2/2017,1436.82,18.2,20,13.5,1113.25,13,20,10.2,54.9,51,43
2/3/2017,1436.64,17.6,20,13.1,1112.6,13,20,9.9,53.6,47.5,43.6
2/4/2017,1436.12,19.2,26,13.4,1112.15,12.1,17,9.8,54.5,48.2,46.4
2/5/2017,1436.04,18.8,19.8,16.1,1111.75,12.6,17,9.8,57.3,49.1,54
2/6/2017,1436.48,23.7,18,26.8,1112.5,25.9,18,65.6,142,48.7,66
2/7/2017,1437.02,19.1,12,22,1113.6,21.6,10,30.6,93.3,48.3,55.9
2/8/2017,1437.56,17.1,10,15,1114.3,17.3,10,22.1,71.5,47.1,64.4
2/9/2017,1437.42,18.2,20,13.5,1114.5,17,15,19.7,68.4,47.7,76.9
2/10/2017,1437.25,17.8,20,13.6,1114.2,16.7,20,16.5,64.6,46.8,71.6
2/11/2017,1437.04,17.3,20,13.4,1113.85,16.2,20,15,61.9,51.6,57
2/12/2017,1436.52,18.2,25,14,1113.5,16.1,20,13.5,61.8,61.1,59.4
2/13/2017,1435.18,20.5,38,13.9,1113.25,17.2,20,11.6,63.2,60.7,59.6
2/14/2017,1433.75,20.4,38,13.2,1112.4,15.8,25,10.1,59.5,49.6,65
2/15/2017,1432.21,21.1,40,12.8,1110.85,13.3,30,10.1,57.3,51.3,73.4
2/16/2017,1430.59,20.1,40,13,1109.3,14.4,30,10.1,57.6,52.7,64.8
2/17/2017,1428.59,21.1,45,12.9,1107.7,16,30,11.6,61.6,50.5,62.1
2/18/2017,1426.56,21.1,45,12.2,1106,13.6,30,14.4,61.3,49.1,58.8
2/19/2017,1424.66,22.6,45,12.5,1104.35,14.8,30,13.6,63.5,48.1,57.1
2/20/2017,1423.66,33.2,45,34.1,1103.95,26.3,30,12.9,106.5,57.4,59.1
2/21/2017,1424.08,35,30,36,1104,35.8,35,21.9,128.7,79.2,59.4
2/22/2017,1423.72,25.8,30,23.9,1103.4,28.9,35,21.9,100.5,65.9,59.4
2/23/2017,1422.19,22,40,16.4,1102.4,25.7,35,21.9,86,63.1,64.5
2/24/2017,1420.48,19.8,40,13.4,1101,22,35,22,77.2,63.2,65.1
2/25/2017,1418.24,19.2,45,13,1099.2,19.6,35,13.4,65.2,61.9,66.4
2/26/2017,1415.87,17.9,45,13.9,1097.15,19.2,35,12.3,63.3,53.2,76.2
2/27/2017,1413.44,17.2,45,13.7,1095,18.4,35,12,61.3,49.4,77.4
2/28/2017,1410.96,17,45,13.3,1092.7,17.1,35,12.2,59.6,51.3,81.1
3/1/2017,1408.77,15.8,40,13.1,1090,15.2,35,14.1,58.2,51.5,50.2
3/2/2017,1405.96,14.5,45,13,1086.55,11.6,35,12.3,51.4,50.8,80.9
3/3/2017,1403.33,16.5,45,12.8,1082.4,8.2,35,9.1,46.6,48.5,74.5
3/4/2017,1400.17,10.7,45,12.5,1079.6,12.1,30,11.4,46.7,47.3,85.1
3/5/2017,1398.05,23.2,36,10.3,1077.1,16.1,30,11.4,61,57.9,79.2
3/6/2017,1395.13,23.3,40,9.8,1072.9,9.8,33,10.9,53.8,45.4,77.6
3/7/2017,1392.13,20.9,38,9.2,1064.1,12.6,33,10.9,53.6,45.3,80.1
3/8/2017,1389.13,19,36,7.6,1057.4,12.8,28,9.7,49.1,53.4,77.1
3/9/2017,1386.13,15.4,31.9,8.1,1050.3,15.3,28,10.3,49.1,60.5,74.2
3/10/2017,1383.41,13.1,28,8.4,1046.45,19.1,22,15.9,56.5,56.4,75.2
3/11/2017,1380.56,12.4,28,8.5,1049.3,25.2,22,21.7,67.8,55.4,73.7
3/12/2017,1380.56,16.8,16,6.6,1054.4,26.7,20,21.7,71.8,52.9,78.6
3/13/2017,1380.56,17.4,16.6,5.3,1060.45,31.1,20,18.8,72.6,64.9,91.1
3/14/2017,1380.56,20.6,19.8,6.1,1065.1,44.9,25,11.7,83.3,161.5,104
3/15/2017,1380.56,19,18.2,5.8,1056.2,5.9,35.2,13.6,44.3,188.9,93.2
3/16/2017,1380.56,17.4,16.6,5.8,1051.2,15.2,25,11.7,50.1,165.2,85.8
3/17/2017,1380.56,17,16.2,5.8,1049,17.6,20,11.8,52.2,114.8,87.8
3/18/2017,1380.56,17,16.2,5.5,1047.1,17.3,20,11.8,51.6,149.7,96.8
3/19/2017,1380.38,16,16.2,4.7,1047,15.6,16.3,11,47.3,177.5,93.4
3/20/2017,1380.56,17,15.2,4.3,1047,17,17.7,11.4,49.7,165.2,101.7
3/21/2017,1380.56,16.4,15.6,5,1047,17.4,18,11.7,50.5,198.8,103
3/22/2017,1380.56,16.5,15.7,6.2,1047,17.1,17.7,11.7,51.5,147.4,136.6
3/23/2017,1380.56,20.5,19.7,6.3,1047,19.2,19.2,11.5,57.5,131.9,117.3
3/24/2017,1381.83,36.1,28,3.1,1047.45,26.9,26.5,12.1,78.2,126,101.3
3/25/2017,1383.74,31.8,20,22.4,1060.1,44.1,25,17.2,115.5,120.6,101.9
3/26/2017,1384.57,25.5,20,17.7,1067,56.1,26,14.7,114,125.2,115.6
3/27/2017,1384.85,22.3,20,16.3,1068.45,38.1,31.9,14.9,91.6,156.2,119.6
3/28/2017,1385.4,23.9,20,14.4,1069.65,36.7,32.4,14.9,89.9,143.9,138.3
3/29/2017,1385.18,24.4,25,17.3,1071.5,45.1,36.2,18.1,104.9,132.2,108.9
3/30/2017,1385.58,28,25,20.7,1073.55,46.6,36.2,21.2,116.5,126.6,107.5
3/31/2017,1386.5,31,25,26.9,1076.9,49.3,32,27.5,134.7,126,130.2
4/1/2017,1387.4,30.9,25,26.4,1079.65,45.3,31.3,21.2,123.8,131.7,123.1
4/2/2017,1388.18,30.2,25,27.9,1081.55,45.2,34,21.2,124.5,135.8,134.4
4/3/2017,1388.89,29.8,25,25.2,1083.7,45,31.8,18.1,118.1,191.6,146.1
4/4/2017,1388.14,26.4,30,22.3,1084.7,40.2,34.4,22.2,111.1,374.7,167.8
4/5/2017,1387.54,27.3,30,21.2,1085.85,41.6,35,19.1,109.2,349.6,153.1
4/6/2017,1387.87,32.4,30,26.5,1090.25,69,40,19.1,147,257.8,147.1
4/7/2017,1389.04,32.1,25,29.3,1105,159.4,40,66.3,287.1,205.5,142.1
4/8/2017,1390.2,32,25,25.1,1111.3,94.4,35,41.1,192.6,179.8,140.9
4/9/2017,1391.06,30.4,25,20.9,1114.8,72.3,35,30.7,154.3,169.2,131
4/10/2017,1389.37,28.4,38,20,1117.3,61.8,35,24.4,134.6,169.2,129.7
4/11/2017,1387.76,26,35,17.6,1118.2,59.7,50,24.4,127.7,160.5,126.9
4/12/2017,1385.25,21,35,14.4,1117.9,56.9,60,21.2,113.5,157.1,132.5
4/13/2017,1383.57,22.7,32,13.6,1117.05,56.2,65,27.5,120,150.7,136.7
4/14/2017,1382.48,24.4,30,17.4,1116.2,56,65,30.3,128.1,150.4,135.8
4/15/2017,1381.37,24.3,30,20.6,1115.55,58,65,31.2,134.1,146.1,135.8
4/16/2017,1381.13,29.3,30,25.7,1115.1,60.2,65,35.3,150.5,139.9,143.1
4/17/2017,1381.78,34.4,30,27,1116.05,65.3,55,39.5,166.2,139,154.5
4/18/2017,1383.63,41.3,30,26.6,1117.9,69.6,50,40.5,178,174.2,165.6
4/19/2017,1386.18,45.4,30,32.9,1120,72.2,50,43.8,194.3,202.8,164.8
4/20/2017,1388.46,48.9,35,37.2,1122.4,75.5,45,51.8,213.4,186.9,161.6
4/21/2017,1391.4,52.9,35,48.6,1125.1,74.2,40,52.6,228.3,166.9,160.2
4/22/2017,1394.54,54.4,35,45.5,1128.55,83.6,40,56.7,240.2,167.4,163.1
4/23/2017,1398.4,58.6,35,49.4,1132.1,103,35,54.1,265.1,165.1,159.1
4/24/2017,1402.75,75.3,35,45.2,1133.4,80.1,35,44.7,245.3,149.8,151.1
4/25/2017,1406.18,73.3,35,43.2,1134.65,77.8,40,38.6,232.9,141.3,149
4/26/2017,1408.26,58.4,35,36.1,1136.25,72.9,45,35.6,203,135.1,148.4
4/27/2017,1408.92,52.7,45,31.4,1137.15,64.5,50,29.8,178.4,128.7,155.1
4/28/2017,1407.98,45,55,29.3,1136.85,60.3,65,33,167.6,127.2,158.1
4/29/2017,1405.65,44.7,70,28.9,1136.1,63,75,28.1,164.7,120.8,156.5
4/30/2017,1403.29,44.5,70,31.1,1135.1,59,75,28,162.6,117.7,162.3
5/1/2017,1400.95,44.9,70,29.6,1134.1,58.6,75,29.1,162.2,131.2,170.1
5/2/2017,1398.39,50.7,70,29,1132.7,52.6,75,29.6,161.9,142.9,170.9
5/3/2017,1396.06,51.8,65,27.2,1131.65,53.2,70,26.9,159.1,156.7,170.6
5/4/2017,1393.43,50.4,65,26.8,1130.55,52.4,70,24.2,153.8,166.9,178.6
5/5/2017,1391.13,46.9,60,27.9,1129.3,51.3,70,23,149.1,173.7,190.1
5/6/2017,1388.92,47.9,60,28,1127.7,52.3,75,24.5,152.7,186.5,200.2
5/7/2017,1388,55.5,60,29.8,1126.3,55.2,75,27,167.5,160.3,200.8
5/8/2017,1389,66.5,60,42,1125.5,58.7,70,33.7,200.9,159.2,196.2
5/9/2017,1391.73,71.7,55,46.9,1125.8,64.2,60,37.2,220,182.4,200.6
5/10/2017,1394.18,70.3,55,50.3,1126.85,64.9,50,41.7,227.2,197.7,204
5/11/2017,1397.09,73,55,47.1,1128,66.3,50,38.4,224.8,228.8,207.3
5/12/2017,1400.62,79.9,55,47.5,1129,64.2,50,44.4,236,252.3,210.2
5/13/2017,1404.83,102.2,55,43.2,1130.55,63,40,39.8,248.2,289.1,220.3
5/14/2017,1408.71,108.5,65,43.3,1132.1,64.8,40,46.6,263.2,281,221
5/15/2017,1413.1,115.4,65,47.4,1133.6,64,40,50,276.8,260.2,209.9
5/16/2017,1416.7,127.1,85.2,47.7,1135.25,66.4,40,50,291.2,234.5,211.5
5/17/2017,1419.65,134.5,100,48.9,1136.8,64.8,40,53.6,301.8,225.9,218.4
5/18/2017,1422.3,134.7,102.9,46.7,1138.25,63.2,40,53.6,298.2,218,231.6
5/19/2017,1422.98,130.8,122.1,44.8,1139.8,59.8,35,46.8,282.2,226.2,252.9
5/20/2017,1424.22,130.3,115,52.6,1141.35,62.4,35,50.2,295.5,252.5,263.7
5/21/2017,1426.21,134.2,110,60.6,1143.4,66.8,30,53.6,315.2,267.2,261.9
5/22/2017,1428.86,136.6,104.6,72.7,1145.25,63.2,30,53.6,326.1,290.4,256.8
5/23/2017,1431.6,138.4,104.6,62.3,1147,61.4,30,43.5,305.6,305.1,253.3
5/24/2017,1433.84,133.3,105,59.9,1148.3,58.3,35,50.2,301.7,326.1,254
5/25/2017,1436.8,142.2,105,64.3,1149.8,61.9,35,50.3,318.7,326.5,250.5
5/26/2017,1440.41,150.5,105,72.9,1151.35,65.8,35,57.1,346.3,289.7,246.6
5/27/2017,1444.91,164,105,76.7,1153.2,67.3,30,67.2,375.2,252.3,240.5
5/28/2017,1449.66,168.8,106.6,78.5,1155.15,69.3,30,60.6,377.2,243,242.9
5/29/2017,1453.2,189.2,120,76.2,1156.95,66.3,30,64,395.7,258.4,234
5/30/2017,1456.78,192.3,120,69.3,1158.7,60.3,25,68,389.9,258.2,232.5
5/31/2017,1459.5,195,140,67.5,1160.65,64.5,24,65.2,392.2,248.3,238
6/1/2017,1461.37,194.2,155,67.7,1162.65,64.2,20,69.1,395.2,270.2,246.7
6/2/2017,1462.46,178.3,155,62.8,1164.3,56.4,20,54.3,351.8,287.5,254.5
6/3/2017,1461.96,155.3,165,49.3,1165.7,50.9,20,47.5,303,300.2,265.9
6/4/2017,1460.98,145.3,165,57.4,1167.05,49.8,20,47.9,300.4,323.7,272.5
6/5/2017,1460.5,155.7,165,63.8,1168.7,56.4,20,58.7,334.6,320.4,273.5
6/6/2017,1461.2,180.2,165,66.6,1170.5,60.7,20,69.6,377.1,311.7,279.6
6/7/2017,1462.42,191,165,68.9,1172.6,65.4,15,72.1,397.4,320.6,282.1
6/8/2017,1463.33,184.6,165,68.7,1174.6,63,15,72.1,388.4,347.8,281.6
6/9/2017,1463.3,165,165,64.2,1176.45,59.4,15,53.6,342.2,366.1,288.1
6/10/2017,1462.76,153.9,164.5,58.4,1178.05,53.4,15,46.5,312.2,376.3,295.1
6/11/2017,1461.78,148,167.8,56.3,1179.75,49.1,8.3,46.8,300.2,401.6,308.4
6/12/2017,1459.05,133.7,189.1,59.5,1180.6,46.8,25,36.8,276.8,396.1,323.2
6/13/2017,1456.05,121.3,180.6,54.4,1181.35,44.8,25,37.1,257.6,400.1,339.2
6/14/2017,1453.05,120.6,179.8,51.1,1182.05,48.5,30,38.8,259,400.3,345.8
6/15/2017,1449.55,120.5,186.7,52.4,1182,43.7,45,43.3,259.9,424.3,360.4
6/16/2017,1446.72,148.6,184.6,51.9,1181.8,49.7,55,43.7,293.9,477.5,372.5
6/17/2017,1444.22,151.6,183.3,53.2,1181.8,45,45,44.2,294,522.6,372.3
6/18/2017,1442.22,158.2,183.4,56.5,1182.15,54.2,45,55.9,324.8,484,355.5
6/19/2017,1441.79,168.9,173.8,58.3,1182.8,47.2,30,59.8,334.2,469.6,345.7
6/20/2017,1442.65,181.8,170,60.9,1184.15,55.6,20,75.2,373.5,455.5,339.3
6/21/2017,1444.28,191.8,170,61.9,1185.45,49.3,15,67.9,370.9,464.3,340.7
6/22/2017,1446.12,194.5,170,63.7,1186.7,48,15,75.7,381.9,476.3,346.6
6/23/2017,1447.42,177.5,160,56.9,1187.95,43.7,10.7,66.7,344.8,484.4,355
6/24/2017,1447.76,174.1,169,53.4,1189.1,40.4,10,53.2,321.1,462.9,361.3
6/25/2017,1447.97,178.5,175,51.2,1190.45,46.6,10,61.1,337.4,405,370.9
6/26/2017,1448.94,193.4,180,53.3,1192,54.2,10,68.9,369.8,390.4,377.9
6/27/2017,1450.66,207.2,180,56.3,1193.4,50,10,76.6,390.1,397.2,387.5
6/28/2017,1453.23,221.5,170,61,1194.75,48.5,10,84.2,415.2,403.2,393.4
6/29/2017,1456.55,236.8,170,59.3,1196.15,50,10,91.8,437.9,414.2,402.5
6/30/2017,1461.64,253.4,150,64,1197.35,44.3,10,95.5,457.2,417.7,407.2
7/1/2017,1466.55,242.5,140,61.3,1198.55,44.2,10,142.9,490.9,427.9,402.5
7/2/2017,1470.31,219.8,140.9,50.3,1199.65,41.4,10,84,395.5,454.6,394.7
7/3/2017,1473.6,210.8,140,48.2,1200.65,40.2,10,78.9,378.1,459.2,382.1
7/4/2017,1475.76,201.8,155,46.4,1201.65,41.1,10,84.2,373.5,473.5,386.6
7/5/2017,1477.38,203.3,168,46.5,1202.75,45.6,10,84.1,379.5,474,384.8
7/6/2017,1478.45,203.6,180,43.9,1203.75,43,10,78.9,369.4,456.2,381.7
7/7/2017,1479.25,201,183.2,40.2,1204.75,43,10,78.9,363.1,442.3,391
7/8/2017,1479.42,189.4,185,38.6,1205.65,39.7,10,79,346.7,413.1,395.3
7/9/2017,1479.59,190.6,186.2,37.5,1206.45,36.4,10,79.1,343.6,392.9,395.1
7/10/2017,1479.9,203.1,195.7,39.6,1207.4,41.3,10,73.9,357.9,384.3,400.3
7/11/2017,1481.64,233.6,194.5,42.5,1208.3,39.7,10,95.3,411.1,358.6,398.7
7/12/2017,1485.64,264.1,175,55.6,1209.7,56.2,10,86.8,462.7,368.9,390.5
7/13/2017,1490.4,281.3,175,73.4,1211.05,56.8,10,134.9,546.4,369.8,394.6
7/14/2017,1496.8,291.8,143.5,79.9,1212.25,52.2,10,116.7,540.6,400.5,392.7
7/15/2017,1502.58,281.9,145,61.8,1213,36.3,10,89.2,469.2,426,394.8
7/16/2017,1507.1,256.7,146,58.6,1213.95,43.4,10,98.4,457.1,453.1,389.5
7/17/2017,1511.37,270.9,165,56.2,1214.95,45.1,10,99.7,471.9,480.6,408.7
7/18/2017,1514.37,278.9,202.5,56.9,1215.95,45.1,10,116.9,497.8,449,413.5
7/19/2017,1517.37,293.8,217.3,56.8,1216.9,43.4,10,139.7,533.7,437.5,409.3
7/20/2017,1520,270.8,203.7,51.8,1217.6,34.6,10,108.7,465.9,388.1,413.7
7/21/2017,1521,256.3,229.3,48.5,1218.3,34.6,10,92.3,431.7,340.1,420
7/22/2017,1522,245.5,219,47.6,1219,34.6,10,88.8,416.5,316.5,412.7
7/23/2017,1523,248.6,222.1,47.3,1219.6,31.1,10,88.8,415.8,346.3,410.1
7/24/2017,1524,255.1,228.6,49.2,1220.35,37,10,79.6,420.9,330.8,410.3
7/25/2017,1525,253.2,226.4,46.9,1220.95,32.3,10,93.4,425.8,329.4,403.5
7/26/2017,1526,253.5,227,44.2,1221.55,32.3,10,84.2,414.2,348.8,402.1
7/27/2017,1527,246.6,220.1,44.4,1222.15,32.3,10,88.8,412.1,385.4,427.3
7/28/2017,1528,244,217.5,42,1223,41.6,10,88.8,416.4,473.1,440.7
7/29/2017,1529,255,228.5,43.2,1223.65,34.1,10,98,430.3,408.6,472
7/30/2017,1530,267.5,241,45.2,1224.35,36,10,93.3,442,389.1,523
7/31/2017,1531,302.2,274.6,48,1225.05,36,10,125.5,511.7,366.6,502.8
8/1/2017,1532,322,294.4,54.2,1225.8,35.9,10,122.8,534.9,357.6,470.1
8/2/2017,1533,340.3,312.7,50.1,1226.75,45.3,10,126.6,562.3,376.7,462.5
8/3/2017,1534,344.6,317,62,1227.9,52.7,10,144.9,604.2,384.8,463.1
8/4/2017,1535,339.2,311.6,70.5,1228.75,41.6,10,80.5,531.8,354.2,460.4
8/5/2017,1537,324.8,269.5,66,1229.35,32.3,10,95.3,518.4,347.6,464.9
8/6/2017,1539,309.8,254.5,57,1229.95,32.3,10,89.3,488.4,359.5,459.5
8/7/2017,1541,295.5,239,51.3,1230.4,27.5,10,91.3,465.6,396,463.6
8/8/2017,1542,289.8,260.8,48.2,1230.9,29.5,10,91.3,458.8,516.1,478.2
8/9/2017,1543,295.3,266.2,47,1231.35,27.6,10,86.2,456.1,478.6,468.1
8/10/2017,1544,296.7,267.5,45,1231.8,27.6,10,91.3,460.6,459.6,467.3
8/11/2017,1545,283.6,254.4,45.4,1232.4,33.5,10,89,451.5,433.6,453.7
8/12/2017,1546,274.8,245.6,44.1,1232.9,29.5,10,75.6,424,410.2,446
8/13/2017,1547,258.8,229.6,42.3,1233.35,27.6,10,81.8,410.5,401.3,450
8/14/2017,1548,238.6,209.5,40.8,1233.85,29.5,10,70.8,379.7,370.1,447.5
8/15/2017,1549,212.3,183.1,41.8,1234.2,23.7,10,89.1,366.9,342.5,459.2
8/16/2017,1550,203.6,174.6,37.2,1234.6,25.6,10,72.2,338.6,337.2,443
8/17/2017,1550,185.4,185.1,32.2,1234.95,23.7,10,48.9,290.2,304.7,405
8/18/2017,1548.17,157.7,210,26.8,1234.85,18.8,22.7,58.5,261.8,295.7,368.4
8/19/2017,1546.49,152.3,200,25.1,1234.55,19.1,30.9,62.3,258.8,280,343.3
8/20/2017,1545.35,157.6,190,24.6,1234.25,23.3,35,62.4,267.9,263.6,334.4
8/21/2017,1544.69,161,180,27,1234.1,24.1,30,58.5,270.6,251.8,329.2
8/22/2017,1544.3,164.1,175,28,1233.8,18.3,30,51,261.4,235.6,325
8/23/2017,1543.77,160,175,25.8,1233.55,20.2,30,52,258,242.7,327.1
8/24/2017,1543.62,160.7,165,25.7,1233.3,20.2,30,55.8,262.4,242.4,316.4
8/25/2017,1543.73,168.2,165,26.7,1233.1,22.2,30,63.3,280.4,232.7,318.3
8/26/2017,1544.06,169.5,160,36.5,1233,26.1,30,63.4,295.5,227.5,314.9
8/27/2017,1544.2,164.4,160,34.9,1232.65,16.3,30,55.8,271.4,223.2,305.2
8/28/2017,1544,149.7,155,28.8,1232.35,14.8,26.5,41.6,234.9,239.5,293.2
8/29/2017,1543.24,133.6,155,21.8,1232,14.9,28.6,47.5,217.8,260.9,288.5
8/30/2017,1542.54,125.3,145,20.6,1231.15,11.8,45,50.4,208.1,270.1,271.9
